区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,2454404A5035,ベタメタゾンリン酸エステルナトリウム,１００ｍｇ５ｍＬ１管,,,,リンデロン注１００ｍｇ（２％）,塩野義製薬,,先発品,,"5,268",,
注射薬,2454405A9060,デキサメタゾンリン酸エステルナトリウム,１００ｍｇ５ｍＬ１瓶,,,,ソルコート静注液１００ｍｇ,富士製薬工業,後発品,,,"2,374",,
注射薬,2454405H1024,デキサメタゾンリン酸エステルナトリウム,１．６５ｍｇ０．５ｍＬ１管,,,,デカドロン注射液１．６５ｍｇ,アスペンジャパン,,,,103,,
注射薬,2454405H1032,デキサメタゾンリン酸エステルナトリウム,１．６５ｍｇ０．５ｍＬ１管,,,,デキサート注射液１．６５ｍｇ,富士製薬工業,後発品,,,56,,
注射薬,2454405H2020,デキサメタゾンリン酸エステルナトリウム,１．９ｍｇ０．５ｍＬ１管,,,,オルガドロン注射液１．９ｍｇ,共和クリティケア,,,,99,,
注射薬,2454405H3027,デキサメタゾンリン酸エステルナトリウム,３．３ｍｇ１ｍＬ１管,,,,デカドロン注射液３．３ｍｇ,アスペンジャパン,,,,181,,
注射薬,2454405H3035,デキサメタゾンリン酸エステルナトリウム,３．３ｍｇ１ｍＬ１管,,,,デキサート注射液３．３ｍｇ,富士製薬工業,後発品,,,92,,
注射薬,2454405H4023,デキサメタゾンリン酸エステルナトリウム,３．８ｍｇ１ｍＬ１管,,,,オルガドロン注射液３．８ｍｇ,共和クリティケア,,,,157,,
注射薬,2454405H5020,デキサメタゾンリン酸エステルナトリウム,６．６ｍｇ２ｍＬ１瓶,,,,デカドロン注射液６．６ｍｇ,アスペンジャパン,,,,335,,
注射薬,2454405H5038,デキサメタゾンリン酸エステルナトリウム,６．６ｍｇ２ｍＬ１瓶,,,,デキサート注射液６．６ｍｇ,富士製薬工業,後発品,,,170,,
注射薬,2454405H6026,デキサメタゾンリン酸エステルナトリウム,１９ｍｇ５ｍＬ１瓶,,,,オルガドロン注射液１９ｍｇ,共和クリティケア,,,,741,,
注射薬,2454407A1033,デキサメタゾンパルミチン酸エステル,２．５ｍｇ１ｍＬ１管,,,,リメタゾン静注２．５ｍｇ,田辺三菱製薬,,先発品,,"2,045",,
注射薬,2454408C1020,ベタメタゾン酢酸エステル・ベタメタゾンリン酸エステルナトリウム,２．５ｍｇ１管,,,,リンデロン懸濁注,塩野義製薬,,,,211,,
注射薬,2456400D1016,メチルプレドニゾロンコハク酸エステルナトリウム,４０ｍｇ１瓶（溶解液付）,,,,メチルプレドニゾロンコハク酸エステルナトリウム４０ｍｇ注射用,,後発品,,,93,,
注射薬,2456400D1059,メチルプレドニゾロンコハク酸エステルナトリウム,４０ｍｇ１瓶（溶解液付）,,,,注射用ソル・メルコート４０,富士製薬工業,後発品,,,189,,
注射薬,2456400D1067,メチルプレドニゾロンコハク酸エステルナトリウム,４０ｍｇ１瓶（溶解液付）,,,,ソル・メドロール静注用４０ｍｇ,ファイザー,,先発品,○,399,,
注射薬,2456400D1083,メチルプレドニゾロンコハク酸エステルナトリウム,４０ｍｇ１瓶（溶解液付）,,,,メチルプレドニゾロンコハク酸エステルＮａ注射用４０ｍｇ「ＡＦＰ」,共創未来ファーマ,後発品,,,189,,
注射薬,2456400D2012,メチルプレドニゾロンコハク酸エステルナトリウム,１２５ｍｇ１瓶（溶解液付）,,,,メチルプレドニゾロンコハク酸エステルナトリウム１２５ｍｇ注射用,,後発品,,,293,,
注射薬,2456400D2071,メチルプレドニゾロンコハク酸エステルナトリウム,１２５ｍｇ１瓶（溶解液付）,,,,注射用ソル・メルコート１２５,富士製薬工業,後発品,,,372,,
注射薬,2456400D2098,メチルプレドニゾロンコハク酸エステルナトリウム,１２５ｍｇ１瓶（溶解液付）,,,,ソル・メドロール静注用１２５ｍｇ,ファイザー,,先発品,○,"1,045",,
注射薬,2456400D3019,メチルプレドニゾロンコハク酸エステルナトリウム,５００ｍｇ１瓶（溶解液付）,,,,メチルプレドニゾロンコハク酸エステルナトリウム５００ｍｇ注射用,,後発品,,,903,,
注射薬,2456400D3078,メチルプレドニゾロンコハク酸エステルナトリウム,５００ｍｇ１瓶（溶解液付）,,,,注射用ソル・メルコート５００,富士製薬工業,後発品,,,"1,079",,
注射薬,2456400D3094,メチルプレドニゾロンコハク酸エステルナトリウム,５００ｍｇ１瓶（溶解液付）,,,,ソル・メドロール静注用５００ｍｇ,ファイザー,,先発品,○,"3,179",,
注射薬,2456400D3116,メチルプレドニゾロンコハク酸エステルナトリウム,５００ｍｇ１瓶（溶解液付）,,,,メチルプレドニゾロンコハク酸エステルＮａ注射用５００ｍｇ「ＡＦＰ」,共創未来ファーマ,後発品,,,"1,079",,
注射薬,2456400D4066,メチルプレドニゾロンコハク酸エステルナトリウム,１ｇ１瓶（溶解液付）,,,,注射用ソル・メルコート１，０００,富士製薬工業,後発品,,,"1,901",,
注射薬,2456400D4074,メチルプレドニゾロンコハク酸エステルナトリウム,１ｇ１瓶（溶解液付）,,,,ソル・メドロール静注用１０００ｍｇ,ファイザー,,先発品,○,"5,459",,
注射薬,2456400D4082,メチルプレドニゾロンコハク酸エステルナトリウム,１ｇ１瓶（溶解液付）,,,,メチルプレドニゾロンコハク酸エステルＮａ注射用１０００ｍｇ「サワイ」,沢井製薬,後発品,,,"1,901",,
注射薬,2456400D4090,メチルプレドニゾロンコハク酸エステルナトリウム,１ｇ１瓶（溶解液付）,,,,メチルプレドニゾロンコハク酸エステルＮａ注射用１０００ｍｇ「ＡＦＰ」,共創未来ファーマ,後発品,,,"1,901",,
注射薬,2456402C1044,メチルプレドニゾロン酢酸エステル,２０ｍｇ１ｍＬ１瓶,,,,デポ・メドロール水懸注２０ｍｇ,ファイザー,,,,202,,
注射薬,2456402C2040,メチルプレドニゾロン酢酸エステル,４０ｍｇ１ｍＬ１瓶,,,,デポ・メドロール水懸注４０ｍｇ,ファイザー,,,,385,,
注射薬,2456405D1019,プレドニゾロンコハク酸エステルナトリウム,１０ｍｇ１管,局,,,注射用プレドニゾロンコハク酸エステルナトリウム,,,,,103,,
注射薬,2456405D1027,プレドニゾロンコハク酸エステルナトリウム,１０ｍｇ１管,局,,,水溶性プレドニン１０ｍｇ,塩野義製薬,,,,113,,
注射薬,2456405D2015,プレドニゾロンコハク酸エステルナトリウム,２０ｍｇ１管,局,,,注射用プレドニゾロンコハク酸エステルナトリウム,,,,,171,,
注射薬,2456405D2023,プレドニゾロンコハク酸エステルナトリウム,２０ｍｇ１管,局,,,水溶性プレドニン２０ｍｇ,塩野義製薬,,,,203,,
注射薬,2456405D3011,プレドニゾロンコハク酸エステルナトリウム,５０ｍｇ１管,局,,,注射用プレドニゾロンコハク酸エステルナトリウム,,,,,467,,
注射薬,2459400D2057,プラステロン硫酸エステルナトリウム水和物,２００ｍｇ１瓶,,,,レボスパ静注用２００ｍｇ,コーアイセイ,後発品,,,751,,
注射薬,2461400A1010,テストステロンエナント酸エステル,１２５ｍｇ１ｍＬ１管,局,,,テストステロンエナント酸エステル注射液,,,,,651,,
注射薬,2461400A1079,テストステロンエナント酸エステル,１２５ｍｇ１ｍＬ１管,局,,,エナルモンデポー筋注１２５ｍｇ,あすか製薬,,,,704,,
注射薬,2461400A2075,テストステロンエナント酸エステル,２５０ｍｇ１ｍＬ１管,局,,,テストロンデポー筋注２５０ｍｇ,富士製薬工業,,,,"1,006",,
注射薬,2461400A2083,テストステロンエナント酸エステル,２５０ｍｇ１ｍＬ１管,局,,,テスチノンデポー筋注用２５０ｍｇ,持田製薬,,,,"1,160",,
注射薬,2461400A2091,テストステロンエナント酸エステル,２５０ｍｇ１ｍＬ１管,局,,,エナルモンデポー筋注２５０ｍｇ,あすか製薬,,,,"1,308",,
注射薬,2461401A1014,テストステロンプロピオン酸エステル,１０ｍｇ１管,局,,,テストステロンプロピオン酸エステル注射液,,,,,229,,
注射薬,2461401A2010,テストステロンプロピオン酸エステル,２５ｍｇ１管,局,,,テストステロンプロピオン酸エステル注射液,,,,,300,,
注射薬,2473401C1016,エストラジオール安息香酸エステル,０．２ｍｇ１管,局,,,エストラジオール安息香酸エステル水性懸濁注射液,,,,,100,,
注射薬,2473401C2012,エストラジオール安息香酸エステル,１ｍｇ１管,局,,,エストラジオール安息香酸エステル水性懸濁注射液,,,,,166,,
注射薬,2473402A1036,エストラジオール吉草酸エステル,５ｍｇ１管,,,,ペラニンデポー筋注５ｍｇ,持田製薬,,,,147,,
注射薬,2473402A2040,エストラジオール吉草酸エステル,１０ｍｇ１管,,,,ペラニンデポー筋注１０ｍｇ,持田製薬,,,,223,,
注射薬,2473402A2059,エストラジオール吉草酸エステル,１０ｍｇ１管,,,,プロギノン・デポー筋注１０ｍｇ,富士製薬工業,,,,311,,
注射薬,2473403B1044,エストラジオールプロピオン酸エステル,５ｍｇ１管,,,,オバホルモンデポー筋注５ｍｇ,あすか製薬,,,,189,H30.3.31まで,
注射薬,2475401A2016,エストリオール,１０ｍｇ１ｍＬ１管,局,,,エストリオール水性懸濁注射液,,,,,158,,
注射薬,2475402A1049,エストリオールプロピオン酸エステル,１０ｍｇ１ｍＬ１管,,,,エストリールデポー注１０ｍｇ,持田製薬,,,,334,,
注射薬,2477400A2067,ヒドロキシプロゲステロンカプロン酸エステル,１２５ｍｇ１管,,,,プロゲストンデポー筋注１２５ｍｇ,富士製薬工業,後発品,,,126,,
注射薬,2477400A2075,ヒドロキシプロゲステロンカプロン酸エステル,１２５ｍｇ１管,,,,プロゲデポー筋注１２５ｍｇ,持田製薬,,,,180,,
注射薬,2477400A2083,ヒドロキシプロゲステロンカプロン酸エステル,１２５ｍｇ１管,,,,オオホルミンルテウムデポー筋注１２５ｍｇ,あすか製薬,,,,247,H30.3.31まで,
注射薬,2477401A1014,プロゲステロン,１０ｍｇ１管,局,,,プロゲステロン注射液,,,,,108,,
注射薬,2477401A4013,プロゲステロン,２５ｍｇ１管,局,,,プロゲステロン注射液,,,,,137,,
注射薬,2477401A4056,プロゲステロン,２５ｍｇ１管,局,,,ルテウム注２５,あすか製薬,,,,149,,
注射薬,2477401A4064,プロゲステロン,２５ｍｇ１管,局,,,プロゲホルモン筋注用２５ｍｇ,持田製薬,,,,149,,
注射薬,2477401A5010,プロゲステロン,５０ｍｇ１管,局,,,プロゲステロン注射液,,,,,189,,
注射薬,2479401A1035,ゲストノロンカプロン酸エステル,１０％２ｍＬ１管,,,,デポスタット筋注２００ｍｇ,富士製薬工業,,先発品,,"2,071",,
注射薬,2481401X1044,テストステロン・エストラジオール,１ｍＬ１管,,,,ボセルモン水懸注,あすか製薬,,,,64,H30.3.31まで,
注射薬,2481402A1020,テストステロンエナント酸エステル・エストラジオール吉草酸エステル,１ｍＬ１管,,,,ダイホルモン・デポー注,持田製薬,後発品,,,384,,
注射薬,2481402A1054,テストステロンエナント酸エステル・エストラジオール吉草酸エステル,１ｍＬ１管,,,,プリモジアン・デポー筋注,富士製薬工業,,,,527,,
注射薬,2481403X1035,テストステロン・エストラジオール配合剤,１ｍＬ１管,,,,ボセルモンデポー筋注,あすか製薬,,,,294,H30.3.31まで,
注射薬,2482401X1041,ヒドロキシプロゲステロンカプロン酸エステル・エストラジオールプロピオン酸エステル,１ｍＬ１管,,,,Ｅ・Ｐ・ホルモンデポー筋注,あすか製薬,,,,205,H30.3.31まで,
注射薬,2482403A1021,ヒドロキシプロゲステロンカプロン酸エステル・エストラジオール安息香酸エステル,１ｍＬ１管,,,,ルテスデポー注,持田製薬,,,,329,,
注射薬,2492403A3047,インスリン　ヒト（遺伝子組換え）,１００単位１ｍＬバイアル,,,,ヒューマリンＮ注１００単位／ｍＬ,日本イーライリリー,,先発品,,336,,
注射薬,2492403A4043,インスリン　ヒト（遺伝子組換え）,１００単位１ｍＬバイアル,局,,,ノボリンＲ注　１００単位／ｍＬ,ノボ　ノルディスク　ファーマ,,先発品,,332,,
注射薬,2492403A4051,インスリン　ヒト（遺伝子組換え）,１００単位１ｍＬバイアル,局,,,ヒューマリンＲ注１００単位／ｍＬ,日本イーライリリー,,先発品,,311,,
注射薬,2492403H1034,インスリン　ヒト（遺伝子組換え）,１００単位１ｍＬバイアル,,,,ヒューマリン３／７注１００単位／ｍＬ,日本イーライリリー,,先発品,,343,,
注射薬,2492403H4041,インスリン　ヒト（遺伝子組換え）,３００単位１筒,局,,,ヒューマリンＲ注カート,日本イーライリリー,,先発品,,"1,287",,
注射薬,2492403H5030,インスリン　ヒト（遺伝子組換え）,３００単位１筒,,,,ヒューマリンＮ注カート,日本イーライリリー,,先発品,,"1,290",,
注射薬,2492403H6036,インスリン　ヒト（遺伝子組換え）,３００単位１筒,,,,ヒューマリン３／７注カート,日本イーライリリー,,先発品,,"1,294",,
注射薬,2492413G1059,インスリン　ヒト（遺伝子組換え）,３００単位１キット,,,,ノボリンＮ注フレックスペン,ノボ　ノルディスク　ファーマ,,先発品,,"1,986",,
注射薬,2492413G5046,インスリン　ヒト（遺伝子組換え）,３００単位１キット,,,,イノレット３０Ｒ注,ノボ　ノルディスク　ファーマ,,先発品,,"1,920",,
注射薬,2492413G5054,インスリン　ヒト（遺伝子組換え）,３００単位１キット,,,,ノボリン３０Ｒ注フレックスペン,ノボ　ノルディスク　ファーマ,,先発品,,"1,993",,
注射薬,2492413G8053,インスリン　ヒト（遺伝子組換え）,３００単位１キット,局,,,ノボリンＲ注フレックスペン,ノボ　ノルディスク　ファーマ,,先発品,,"1,950",,
注射薬,2492413G9025,インスリン　ヒト（遺伝子組換え）,３００単位１キット,,,,ヒューマリン３／７注ミリオペン,日本イーライリリー,,先発品,,"1,742",,
注射薬,2492413P1024,インスリン　ヒト（遺伝子組換え）,３００単位１キット,,,,ヒューマリンＮ注ミリオペン,日本イーライリリー,,先発品,,"1,754",,
注射薬,2492413P2020,インスリン　ヒト（遺伝子組換え）,３００単位１キット,局,,,ヒューマリンＲ注ミリオペン,日本イーライリリー,,先発品,,"1,689",,
注射薬,2492414A1026,インスリンリスプロ（遺伝子組換え）,３００単位１筒,,,,ヒューマログ注カート,日本イーライリリー,,先発品,,"1,632",,
注射薬,2492414A2030,インスリンリスプロ（遺伝子組換え）,１００単位１ｍＬバイアル,,,,ヒューマログ注１００単位／ｍＬ,日本イーライリリー,,先発品,,389,,
注射薬,2492414A3029,インスリンリスプロ（遺伝子組換え）,３００単位１筒,,,,ヒューマログミックス２５注カート,日本イーライリリー,,先発品,,"1,648",,
注射薬,2492414A4025,インスリンリスプロ（遺伝子組換え）,３００単位１筒,,,,ヒューマログミックス５０注カート,日本イーライリリー,,先発品,,"1,641",,
注射薬,2492414A5021,インスリンリスプロ（遺伝子組換え）,３００単位１筒,,,,ヒューマログＮ注カート,日本イーライリリー,,先発品,,"1,649",H29.3.31まで,
注射薬,2492414G5024,インスリンリスプロ（遺伝子組換え）,３００単位１キット,,,,ヒューマログ注ミリオペン,日本イーライリリー,,先発品,,"1,952",,
注射薬,2492414G6020,インスリンリスプロ（遺伝子組換え）,３００単位１キット,,,,ヒューマログミックス２５注ミリオペン,日本イーライリリー,,先発品,,"1,953",,
注射薬,2492414G7027,インスリンリスプロ（遺伝子組換え）,３００単位１キット,,,,ヒューマログミックス５０注ミリオペン,日本イーライリリー,,先発品,,"1,953",,
