区分,薬価基準収載医薬品コード,成分名,規格,品名,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,2477400A2075,ヒドロキシプロゲステロンカプロン酸エステル,１２５ｍｇ１管,,,プロゲデポー筋注１２５ｍｇ,持田製薬,,,,181,,
注射薬,2477400A2083,ヒドロキシプロゲステロンカプロン酸エステル,１２５ｍｇ１管,,,オオホルミンルテウムデポー筋注１２５ｍｇ,あすか製薬,,,,247,,
注射薬,2477401A1014,プロゲステロン,１０ｍｇ１管,局,,プロゲステロン注射液,,,,,105,,
注射薬,2477401A4013,プロゲステロン,２５ｍｇ１管,局,,プロゲステロン注射液,,,,,142,,
注射薬,2477401A4056,プロゲステロン,２５ｍｇ１管,局,,ルテウム注２５,あすか製薬,,,,150,,
注射薬,2477401A4064,プロゲステロン,２５ｍｇ１管,局,,プロゲホルモン筋注用２５ｍｇ,持田製薬,,,,150,,
注射薬,2477401A5010,プロゲステロン,５０ｍｇ１管,局,,プロゲステロン注射液,,,,,195,,
注射薬,2479401A1035,ゲストノロンカプロン酸エステル,１０％２ｍＬ１管,,,デポスタット筋注２００ｍｇ,富士製薬工業,,先発品,,"2,079",,
注射薬,2481401X1044,テストステロン・エストラジオール,１ｍＬ１管,,,ボセルモン水懸注,あすか製薬,,,,63,,
注射薬,2481402A1020,テストステロンエナント酸エステル・エストラジオール吉草酸エステル,１ｍＬ１管,,,ダイホルモン・デポー注,持田製薬,後発品,,,378,,
注射薬,2481402A1054,テストステロンエナント酸エステル・エストラジオール吉草酸エステル,１ｍＬ１管,,,プリモジアン・デポー筋注,富士製薬工業,,,,520,,
注射薬,2481403X1035,テストステロン・エストラジオール配合剤,１ｍＬ１管,,,ボセルモンデポー筋注,あすか製薬,,,,286,,
注射薬,2482401X1041,ヒドロキシプロゲステロンカプロン酸エステル・エストラジオールプロピオン酸エステル,１ｍＬ１管,,,Ｅ・Ｐ・ホルモンデポー筋注,あすか製薬,,,,201,,
注射薬,2482403A1021,ヒドロキシプロゲステロンカプロン酸エステル・エストラジオール安息香酸エステル,１ｍＬ１管,,,ルテスデポー注,持田製薬,,,,324,,
注射薬,2492403A3047,ヒトインスリン（遺伝子組換え）,１００単位１ｍＬバイアル,,,ヒューマリンＮ注１００単位／ｍＬ,日本イーライリリー,,先発品,,353,,
注射薬,2492403A4043,ヒトインスリン（遺伝子組換え）,１００単位１ｍＬバイアル,,,ノボリンＲ注　１００単位／ｍＬ,ノボ　ノルディスク　ファーマ,,先発品,,349,,
注射薬,2492403A4051,ヒトインスリン（遺伝子組換え）,１００単位１ｍＬバイアル,,,ヒューマリンＲ注１００単位／ｍＬ,日本イーライリリー,,先発品,,337,,
注射薬,2492403H1034,ヒトインスリン（遺伝子組換え）,１００単位１ｍＬバイアル,,,ヒューマリン３／７注１００単位／ｍＬ,日本イーライリリー,,先発品,,356,,
注射薬,2492403H4041,ヒトインスリン（遺伝子組換え）,３００単位１筒,,,ヒューマリンＲ注カート,日本イーライリリー,,先発品,,"1,393",,
注射薬,2492403H5030,ヒトインスリン（遺伝子組換え）,３００単位１筒,,,ヒューマリンＮ注カート,日本イーライリリー,,先発品,,"1,393",,
注射薬,2492403H6036,ヒトインスリン（遺伝子組換え）,３００単位１筒,,,ヒューマリン３／７注カート,日本イーライリリー,,先発品,,"1,393",,
注射薬,2492405C1010,イソフェンインスリン水性,４０単位１ｍＬバイアル,,,イソフェンインスリン４０単位１ｍＬ水性懸濁注射液,,,,,189,H25.3.31まで,H24.10.1一般名等
注射薬,2492406A1013,インスリン,２０単位１ｍＬバイアル,,,インスリン２０単位１ｍＬ注射液,,,,,102,H25.3.31まで,H24.10.1一般名等
注射薬,2492406A2010,インスリン,４０単位１ｍＬバイアル,,,インスリン４０単位１ｍＬ注射液,,,,,179,H25.3.31まで,H24.10.1一般名等
注射薬,2492407C1019,インスリン亜鉛水性,４０単位１ｍＬバイアル,,,インスリン亜鉛４０単位１ｍＬ水性懸濁注射液,,,,,191,H25.3.31まで,H24.10.1一般名等
注射薬,2492409C1018,結晶性インスリン亜鉛水性,４０単位１ｍＬバイアル,,,結晶性インスリン亜鉛４０単位１ｍＬ水性懸濁注射液,,,,,191,H25.3.31まで,H24.10.1一般名等
注射薬,2492410C1010,無晶性インスリン亜鉛水性,４０単位１ｍＬバイアル,,,無晶性インスリン亜鉛４０単位１ｍＬ水性懸濁注射液,,,,,202,H25.3.31まで,H24.10.1一般名等
注射薬,2492411C1015,プロタミンインスリン亜鉛水性,２０単位１ｍＬバイアル,,,プロタミンインスリン亜鉛２０単位１ｍＬ水性懸濁注射液,,,,,120,H25.3.31まで,H24.10.1一般名等
注射薬,2492413A2036,ヒトインスリン（遺伝子組換え）,１００単位１ｍＬバイアル,,,ノボリンＮ注　１００単位／ｍＬ,ノボ　ノルディスク　ファーマ,,先発品,,376,H25.3.31まで,
注射薬,2492413A4039,ヒトインスリン（遺伝子組換え）,１００単位１ｍＬバイアル,,,ノボリン３０Ｒ注　１００単位／ｍＬ,ノボ　ノルディスク　ファーマ,,先発品,,369,H25.3.31まで,
注射薬,2492413G1040,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,イノレットＮ注,ノボ　ノルディスク　ファーマ,,先発品,,"2,010",H25.3.31まで,
注射薬,2492413G1059,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,ノボリンＮ注フレックスペン,ノボ　ノルディスク　ファーマ,,先発品,,"2,073",,
注射薬,2492413G1067,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,ヒューマリンＮ注キット,日本イーライリリー,,先発品,,"1,865",H25.3.31まで,
注射薬,2492413G5046,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,イノレット３０Ｒ注,ノボ　ノルディスク　ファーマ,,先発品,,"2,000",,
注射薬,2492413G5054,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,ノボリン３０Ｒ注フレックスペン,ノボ　ノルディスク　ファーマ,,先発品,,"2,081",,
注射薬,2492413G5062,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,ヒューマリン３／７注キット,日本イーライリリー,,先発品,,"1,854",H25.3.31まで,
注射薬,2492413G6034,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,イノレット４０Ｒ注,ノボ　ノルディスク　ファーマ,,先発品,,"2,049",H25.3.31まで,
注射薬,2492413G6042,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,ノボリン４０Ｒ注フレックスペン,ノボ　ノルディスク　ファーマ,,先発品,,"2,073",H25.3.31まで,
注射薬,2492413G7030,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,イノレット５０Ｒ注,ノボ　ノルディスク　ファーマ,,先発品,,"1,984",H25.3.31まで,
注射薬,2492413G7049,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,ノボリン５０Ｒ注フレックスペン,ノボ　ノルディスク　ファーマ,,先発品,,"2,067",H25.3.31まで,
注射薬,2492413G8045,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,イノレットＲ注,ノボ　ノルディスク　ファーマ,,先発品,,"1,980",H25.3.31まで,
注射薬,2492413G8053,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,ノボリンＲ注フレックスペン,ノボ　ノルディスク　ファーマ,,先発品,,"2,059",,
注射薬,2492413G8061,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,ヒューマリンＲ注キット,日本イーライリリー,,先発品,,"1,821",H25.3.31まで,
注射薬,2492413G9025,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,ヒューマリン３／７注ミリオペン,日本イーライリリー,,先発品,,"1,854",,
注射薬,2492413P1024,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,ヒューマリンＮ注ミリオペン,日本イーライリリー,,先発品,,"1,865",,
注射薬,2492413P2020,ヒトインスリン（遺伝子組換え）,３００単位１キット,,,ヒューマリンＲ注ミリオペン,日本イーライリリー,,先発品,,"1,821",,
注射薬,2492414A1026,インスリンリスプロ（遺伝子組換え）,３００単位１筒,,,ヒューマログ注カート,日本イーライリリー,,先発品,,"1,591",,
注射薬,2492414A2030,インスリンリスプロ（遺伝子組換え）,１００単位１ｍＬバイアル,,,ヒューマログ注１００単位／ｍＬ,日本イーライリリー,,先発品,,379,,
注射薬,2492414A3029,インスリンリスプロ（遺伝子組換え）,３００単位１筒,,,ヒューマログミックス２５注カート,日本イーライリリー,,先発品,,"1,603",,
注射薬,2492414A4025,インスリンリスプロ（遺伝子組換え）,３００単位１筒,,,ヒューマログミックス５０注カート,日本イーライリリー,,先発品,,"1,598",,
注射薬,2492414A5021,インスリンリスプロ（遺伝子組換え）,３００単位１筒,,,ヒューマログＮ注カート,日本イーライリリー,,先発品,,"1,603",,
注射薬,2492414G5024,インスリンリスプロ（遺伝子組換え）,３００単位１キット,,,ヒューマログ注ミリオペン,日本イーライリリー,,先発品,,"1,899",,
注射薬,2492414G6020,インスリンリスプロ（遺伝子組換え）,３００単位１キット,,,ヒューマログミックス２５注ミリオペン,日本イーライリリー,,先発品,,"1,899",,
注射薬,2492414G7027,インスリンリスプロ（遺伝子組換え）,３００単位１キット,,,ヒューマログミックス５０注ミリオペン,日本イーライリリー,,先発品,,"1,899",,
注射薬,2492414G8023,インスリンリスプロ（遺伝子組換え）,３００単位１キット,,,ヒューマログＮ注ミリオペン,日本イーライリリー,,先発品,,"1,921",,
注射薬,2492415A2035,インスリンアスパルト（遺伝子組換え）,３００単位１筒,,,ノボラピッド注　ペンフィル,ノボ　ノルディスク　ファーマ,,先発品,,"1,623",,
注射薬,2492415A3031,インスリンアスパルト（遺伝子組換え）,１００単位１ｍＬバイアル,,,ノボラピッド注　１００単位／ｍＬ,ノボ　ノルディスク　ファーマ,,先発品,,403,,
注射薬,2492415A4038,インスリンアスパルト（遺伝子組換え）,３００単位１筒,,,ノボラピッド３０ミックス注　ペンフィル,ノボ　ノルディスク　ファーマ,,先発品,,"1,638",,
注射薬,2492415G1031,インスリンアスパルト（遺伝子組換え）,３００単位１キット,,,ノボラピッド注　フレックスペン,ノボ　ノルディスク　ファーマ,,先発品,,"2,286",,
注射薬,2492415G2020,インスリンアスパルト（遺伝子組換え）,３００単位１キット,,,ノボラピッド３０ミックス注フレックスペン,ノボ　ノルディスク　ファーマ,,先発品,,"2,287",,
注射薬,2492415G3026,インスリンアスパルト（遺伝子組換え）,３００単位１キット,,,ノボラピッド注　イノレット,ノボ　ノルディスク　ファーマ,,先発品,,"2,150",,
注射薬,2492415G4022,インスリンアスパルト（遺伝子組換え）,３００単位１キット,,,ノボラピッド５０ミックス注　フレックスペン,ノボ　ノルディスク　ファーマ,,先発品,,"2,287",,
注射薬,2492415G5029,インスリンアスパルト（遺伝子組換え）,３００単位１キット,,,ノボラピッド７０ミックス注　フレックスペン,ノボ　ノルディスク　ファーマ,,先発品,,"2,286",,
注射薬,2492415G6025,インスリンアスパルト（遺伝子組換え）,３００単位１キット,,,ノボラピッド注　フレックスタッチ,ノボ　ノルディスク　ファーマ,,先発品,,"2,319",,H25.6.21収載
注射薬,2492416A1033,インスリングラルギン（遺伝子組換え）,３００単位１筒,,,ランタス注カート,サノフィ,,先発品,,"1,783",,
注射薬,2492416A2030,インスリングラルギン（遺伝子組換え）,３００単位１筒,,,ランタス注オプチクリック,サノフィ,,先発品,,"1,773",H26.3.31まで,
注射薬,2492416A3036,インスリングラルギン（遺伝子組換え）,１００単位１ｍＬバイアル,,,ランタス注１００単位／ｍＬ,サノフィ,,先発品,,435,,
注射薬,2492416G2024,インスリングラルギン（遺伝子組換え）,３００単位１キット,,,ランタス注ソロスター,サノフィ,,先発品,,"2,455",,
注射薬,2492417A1038,インスリンデテミル（遺伝子組換え）,３００単位１筒,,,レベミル注　ペンフィル,ノボ　ノルディスク　ファーマ,,先発品,,"1,807",,
注射薬,2492417G1030,インスリンデテミル（遺伝子組換え）,３００単位１キット,,,レベミル注　フレックスペン,ノボ　ノルディスク　ファーマ,,先発品,,"2,529",,
注射薬,2492417G2029,インスリンデテミル（遺伝子組換え）,３００単位１キット,,,レベミル注　イノレット,ノボ　ノルディスク　ファーマ,,先発品,,"2,334",,
注射薬,2492418A1024,インスリングルリジン（遺伝子組換え）,１００単位１ｍＬバイアル,,,アピドラ注１００単位／ｍＬ,サノフィ,,先発品,,380,,
注射薬,2492418A2020,インスリングルリジン（遺伝子組換え）,３００単位１筒,,,アピドラ注カート,サノフィ,,先発品,,"1,596",,
注射薬,2492418G1027,インスリングルリジン（遺伝子組換え）,３００単位１キット,,,アピドラ注ソロスター,サノフィ,,先発品,,"2,237",,
注射薬,2492419A1029,インスリンデグルデク（遺伝子組換え）,３００単位１筒,,,トレシーバ注　ペンフィル,ノボ　ノルディスク　ファーマ,,先発品,,"1,796",,H25.2.22収載
注射薬,2492419G1021,インスリンデグルデク（遺伝子組換え）,３００単位１キット,,,トレシーバ注　フレックスタッチ,ノボ　ノルディスク　ファーマ,,先発品,,"2,546",,H25.2.22収載
注射薬,2499401A2050,ジノプロスト,１ｍｇ１ｍＬ１管,,,プロスタルモン・Ｆ注射液１０００,小野薬品工業,,先発品,○,940,,
注射薬,2499401A2085,ジノプロスト,１ｍｇ１ｍＬ１管,,,プロスモン注１０００μｇ,富士製薬工業,後発品,,,280,,
注射薬,2499401A3065,ジノプロスト,２ｍｇ２ｍＬ１管,,,プロスタルモン・Ｆ注射液２０００,小野薬品工業,,先発品,○,"1,786",,
注射薬,2499401A3073,ジノプロスト,２ｍｇ２ｍＬ１管,,,プロスモン注２０００μｇ,富士製薬工業,後発品,,,540,,
注射薬,2499403A1037,オクトレオチド酢酸塩,５０μｇ１ｍＬ１管,,,サンドスタチン皮下注用５０μｇ,ノバルティス　ファーマ,,先発品,,"1,707",,
