区分,薬価基準収載医薬品コード,成分名,規格,品名,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,薬価,経過措置による使用期限,備考
内用薬,2171022F2335,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ツルハラ」,鶴原製薬,後発品,46.90,,
内用薬,2171022F2343,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「トーワ」,東和薬品,後発品,47.70,,H23.4.1局方品
内用薬,2171022F2351,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「日医工」,日医工,後発品,44.20,,H23.4.1局方品
内用薬,2171022F2360,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「フソー」,シオノケミカル,後発品,41.80,,H23.4.1局方品
内用薬,2171022F2378,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「マイラン」,マイラン製薬,後発品,37.70,,H23.4.1局方品
内用薬,2171022F2386,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,43.20,,H23.4.1局方品
内用薬,2171022F2394,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ＢＭＤ」,ビオメディクス,後発品,38.00,,H23.4.1局方品
内用薬,2171022F2408,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,50.80,,H22.9.17収載H23.4.1局方品
内用薬,2171022F2416,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ＺＪ」,ザイダスファーマ,後発品,29.90,,H22.11.19収載
内用薬,2171022F3021,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジンＯＤ錠２．５ｍｇ,大日本住友製薬,,34.50,,
内用薬,2171022F3030,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「トーワ」,東和薬品,後発品,25.80,,
内用薬,2171022F3048,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,ノルバスクＯＤ錠２．５ｍｇ,ファイザー,,35.30,,
内用薬,2171022F3056,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「ＪＧ」,日本ジェネリック,後発品,23.00,,
内用薬,2171022F3064,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「ＫＲＭ」,キョーリンリメディオ,後発品,21.90,,
内用薬,2171022F3072,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「ＮＰ」,ニプロファーマ,後発品,20.60,,
内用薬,2171022F3080,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「ＮＳ」,日新製薬（山形）,後発品,25.80,,
内用薬,2171022F3099,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「ＴＣＫ」,辰巳化学,後発品,20.60,,
内用薬,2171022F3102,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「ＴＹＫ」,ハイゾン製薬,後発品,20.60,H24.3.31まで,
内用薬,2171022F3110,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「ＹＤ」,陽進堂,後発品,20.60,,
内用薬,2171022F3129,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「ＺＥ」,全星薬品工業,後発品,20.60,,
内用薬,2171022F3137,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「あすか」,大正薬品工業,後発品,23.00,,
内用薬,2171022F3145,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「アメル」,共和薬品工業,後発品,23.40,,
内用薬,2171022F3153,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「科研」,大興製薬,後発品,22.60,,
内用薬,2171022F3161,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「ケミファ」,日本薬品工業,後発品,23.40,,
内用薬,2171022F3170,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「サワイ」,沢井製薬,後発品,24.40,,
内用薬,2171022F3188,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「サンド」,サンド,後発品,20.60,,
内用薬,2171022F3196,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「タイヨー」,大洋薬品工業,後発品,20.60,,
内用薬,2171022F3200,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「タカタ」,高田製薬,後発品,21.00,,
内用薬,2171022F3218,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「日医工」,日医工,後発品,23.90,,
内用薬,2171022F3226,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「フソー」,シオノケミカル,後発品,19.90,,
内用薬,2171022F3234,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,23.00,,
内用薬,2171022F3242,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤフィルム２．５ｍｇ「興和テバ」,救急薬品工業,後発品,24.40,,
内用薬,2171022F3250,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「ＥＭＥＣ」,エルメッド　エーザイ,後発品,23.40,,H22.5.28収載
内用薬,2171022F3269,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「ＫＮ」,小林化工,後発品,25.80,,H22.5.28収載
内用薬,2171022F3277,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「ＣＨ」,長生堂製薬,後発品,17.60,,H22.11.19収載
内用薬,2171022F3285,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピンＯＤ錠２．５ｍｇ「興和テバ」,興和テバ,後発品,20.60,,H23.1.28収載
内用薬,2171022F4028,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジンＯＤ錠５ｍｇ,大日本住友製薬,,64.00,,
内用薬,2171022F4036,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「トーワ」,東和薬品,後発品,47.70,,
内用薬,2171022F4044,アムロジピンベシル酸塩,５ｍｇ１錠,,,ノルバスクＯＤ錠５ｍｇ,ファイザー,,64.90,,
内用薬,2171022F4052,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「ＪＧ」,日本ジェネリック,後発品,44.20,,
内用薬,2171022F4060,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「ＫＲＭ」,キョーリンリメディオ,後発品,40.90,,
内用薬,2171022F4079,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「ＮＰ」,ニプロファーマ,後発品,37.70,,
内用薬,2171022F4087,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「ＮＳ」,日新製薬（山形）,後発品,47.70,,
内用薬,2171022F4095,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「ＴＣＫ」,辰巳化学,後発品,38.00,,
内用薬,2171022F4109,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「ＴＹＫ」,ハイゾン製薬,後発品,38.00,H24.3.31まで,
内用薬,2171022F4117,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「ＹＤ」,陽進堂,後発品,37.70,,
内用薬,2171022F4125,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「ＺＥ」,全星薬品工業,後発品,38.00,,
内用薬,2171022F4133,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「あすか」,大正薬品工業,後発品,43.20,,
内用薬,2171022F4141,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「アメル」,共和薬品工業,後発品,41.80,,
内用薬,2171022F4150,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「科研」,大興製薬,後発品,41.80,,
内用薬,2171022F4168,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「ケミファ」,日本薬品工業,後発品,43.20,,
内用薬,2171022F4176,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「サワイ」,沢井製薬,後発品,45.20,,
内用薬,2171022F4184,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「サンド」,サンド,後発品,38.90,,
内用薬,2171022F4192,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「タイヨー」,大洋薬品工業,後発品,38.00,,
内用薬,2171022F4206,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「タカタ」,高田製薬,後発品,41.80,,
内用薬,2171022F4214,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「日医工」,日医工,後発品,44.20,,
内用薬,2171022F4222,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「フソー」,シオノケミカル,後発品,41.80,,
内用薬,2171022F4230,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,43.20,,
内用薬,2171022F4249,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤフィルム５ｍｇ「興和テバ」,救急薬品工業,後発品,45.20,,
内用薬,2171022F4257,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「ＥＭＥＣ」,エルメッド　エーザイ,後発品,43.20,,H22.5.28収載
内用薬,2171022F4265,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「ＫＮ」,小林化工,後発品,48.90,,H22.5.28収載
内用薬,2171022F4273,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「ＣＨ」,長生堂製薬,後発品,33.50,,H22.11.19収載
内用薬,2171022F4281,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピンＯＤ錠５ｍｇ「興和テバ」,興和テバ,後発品,38.00,,H23.1.28収載
内用薬,2171022F5024,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,アムロジン錠１０ｍｇ,大日本住友製薬,,96.00,,H22.11.19収載
内用薬,2171022F5032,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,ノルバスク錠１０ｍｇ,ファイザー,,97.40,,H22.11.19収載
内用薬,2171022F6020,アムロジピンベシル酸塩,１０ｍｇ１錠,,,アムロジンＯＤ錠１０ｍｇ,大日本住友製薬,,96.00,,H22.11.19収載
内用薬,2171022F6039,アムロジピンベシル酸塩,１０ｍｇ１錠,,,ノルバスクＯＤ錠１０ｍｇ,ファイザー,,97.40,,H22.11.19収載
内用薬,2171022Q1020,アムロジピンベシル酸塩,２．５ｍｇ１包,,,アムロジピン内用ゼリー２．５ｍｇ「ＣＨ」,長生堂製薬,後発品,17.60,,H22.5.28収載
内用薬,2171022Q1038,アムロジピンベシル酸塩,２．５ｍｇ１包,,,アムロジピン内用ゼリー２．５ｍｇ「ＴＹＫ」,ハイゾン製薬,後発品,20.60,H24.3.31まで,H22.5.28収載
内用薬,2171022Q1046,アムロジピンベシル酸塩,２．５ｍｇ１包,,,アムロジピン内用ゼリー２．５ｍｇ「あすか」,大正薬品工業,後発品,23.00,,H22.5.28収載
内用薬,2171022Q1054,アムロジピンベシル酸塩,２．５ｍｇ１包,,,アムロジピン内用ゼリー２．５ｍｇ「トーワ」,東和薬品,後発品,25.80,,H22.5.28収載
内用薬,2171022Q1062,アムロジピンベシル酸塩,２．５ｍｇ１包,,,アムロジピン内用ゼリー２．５ｍｇ「興和テバ」,興和テバ,後発品,20.60,,H23.1.28収載
内用薬,2171022Q2026,アムロジピンベシル酸塩,５ｍｇ１包,,,アムロジピン内用ゼリー５ｍｇ「ＣＨ」,長生堂製薬,後発品,33.50,,H22.5.28収載
内用薬,2171022Q2034,アムロジピンベシル酸塩,５ｍｇ１包,,,アムロジピン内用ゼリー５ｍｇ「ＴＹＫ」,ハイゾン製薬,後発品,38.00,H24.3.31まで,H22.5.28収載
内用薬,2171022Q2042,アムロジピンベシル酸塩,５ｍｇ１包,,,アムロジピン内用ゼリー５ｍｇ「あすか」,大正薬品工業,後発品,43.20,,H22.5.28収載
内用薬,2171022Q2050,アムロジピンベシル酸塩,５ｍｇ１包,,,アムロジピン内用ゼリー５ｍｇ「トーワ」,東和薬品,後発品,47.70,,H22.5.28収載
内用薬,2171022Q2069,アムロジピンベシル酸塩,５ｍｇ１包,,,アムロジピン内用ゼリー５ｍｇ「興和テバ」,興和テバ,後発品,38.00,,H23.1.28収載
内用薬,2171023F1023,一硝酸イソソルビド,１０ｍｇ１錠,,,アイトロール錠１０ｍｇ,トーアエイヨー,,10.90,,
内用薬,2171023F1031,一硝酸イソソルビド,１０ｍｇ１錠,,,アイロクール錠１０,メディサ新薬,後発品,4.80,,H22.5.28収載
内用薬,2171023F1040,一硝酸イソソルビド,１０ｍｇ１錠,,,イソニトール錠１０ｍｇ,東和薬品,後発品,5.30,,H22.5.28収載
内用薬,2171023F1058,一硝酸イソソルビド,１０ｍｇ１錠,,,ソプレロール錠１０ｍｇ,日新製薬（山形）,後発品,5.20,,H22.11.19収載
内用薬,2171023F1066,一硝酸イソソルビド,１０ｍｇ１錠,,,タイシロール錠１０ｍｇ,大正薬品工業,後発品,4.40,,H22.11.19収載
内用薬,2171023F1074,一硝酸イソソルビド,１０ｍｇ１錠,,,一硝酸イソソルビド錠１０ｍｇ「タイヨー」,大洋薬品工業,後発品,4.60,,H23.11.28収載
内用薬,2171023F2020,一硝酸イソソルビド,２０ｍｇ１錠,,,アイトロール錠２０ｍｇ,トーアエイヨー,,17.50,,
内用薬,2171023F2038,一硝酸イソソルビド,２０ｍｇ１錠,,,タイシロール錠２０ｍｇ,大正薬品工業,後発品,7.10,,
内用薬,2171023F2046,一硝酸イソソルビド,２０ｍｇ１錠,,,アイスラール錠２０ｍｇ,大洋薬品工業,後発品,7.40,H24.3.31まで,
内用薬,2171023F2062,一硝酸イソソルビド,２０ｍｇ１錠,,,ソプレロール錠２０ｍｇ,日新製薬（山形）,後発品,8.30,,
内用薬,2171023F2070,一硝酸イソソルビド,２０ｍｇ１錠,,,イソモニット錠２０ｍｇ,サンド,後発品,8.30,H23.3.31まで,
内用薬,2171023F2089,一硝酸イソソルビド,２０ｍｇ１錠,,,アイロクール錠２０,メディサ新薬,後発品,7.70,,
内用薬,2171023F2100,一硝酸イソソルビド,２０ｍｇ１錠,,,イソニトール錠２０ｍｇ,東和薬品,後発品,8.50,,
内用薬,2171023F2119,一硝酸イソソルビド,２０ｍｇ１錠,,,一硝酸イソソルビド錠２０ｍｇ「タイヨー」,大洋薬品工業,後発品,7.40,,H23.11.28収載
内用薬,2172001F1202,イノシトールヘキサニコチネート,２００ｍｇ１錠,,,ニコキサチン錠２００ｍｇ,扶桑薬品工業,後発品,6.10,,
内用薬,2172002F1053,塩酸イソクスプリン,１０ｍｇ１錠,局,,ズファジラン錠１０ｍｇ,第一三共,,8.90,,
内用薬,2172006F1027,ヘプロニカート,１００ｍｇ１錠,,,メグリン錠,長生堂製薬,,6.40,H22.6.30まで,
内用薬,2172006F1035,ヘプロニカート,１００ｍｇ１錠,,,ヘプロニカート錠１００ｍｇ「ＣＨ」,長生堂製薬,,6.40,,
内用薬,2183001F1060,クリノフィブラート,２００ｍｇ１錠,,,リポクリン錠２００,大日本住友製薬,,15.30,,
内用薬,2183002M1013,クロフィブラート,２５０ｍｇ１カプセル,局,,クロフィブラートカプセル,,,8.50,,
内用薬,2183002M2010,クロフィブラート,５００ｍｇ１カプセル,局,,クロフィブラートカプセル,,,9.60,,
内用薬,2183005G1013,ベザフィブラート,２００ｍｇ１錠,局,,ベザフィブラート徐放錠,,後発品,8.00,,
内用薬,2183005G1048,ベザフィブラート,２００ｍｇ１錠,局,,ベザテートＳＲ錠２００,沢井製薬,後発品,9.90,,
内用薬,2183005G1064,ベザフィブラート,２００ｍｇ１錠,局,,ベザフィブレートＳＲ錠２００ｍｇ,日医工,後発品,9.90,H22.6.30まで,
内用薬,2183005G1072,ベザフィブラート,２００ｍｇ１錠,局,,ベザレックスＳＲ錠２００,メディサ新薬,後発品,17.80,,
内用薬,2183005G1080,ベザフィブラート,２００ｍｇ１錠,局,,ベスタリットＬ錠２００,大洋薬品工業,後発品,9.60,,
内用薬,2183005G1099,ベザフィブラート,２００ｍｇ１錠,局,,ミデナールＬ錠２００,シオノケミカル,後発品,12.50,,
内用薬,2183005G1234,ベザフィブラート,２００ｍｇ１錠,局,,ベザトールＳＲ錠２００ｍｇ,キッセイ薬品工業,,42.00,,
内用薬,2183005G1242,ベザフィブラート,２００ｍｇ１錠,局,,ベザリップ錠２００ｍｇ,中外製薬,,43.60,,
内用薬,2183005G1269,ベザフィブラート,２００ｍｇ１錠,局,,ベザフィブラートＳＲ錠２００ｍｇ「日医工」,日医工,後発品,9.90,,
内用薬,2183005G2028,ベザフィブラート,１００ｍｇ１錠,局,,ベザトールＳＲ錠１００ｍｇ,キッセイ薬品工業,,27.30,,
内用薬,2183005G2044,ベザフィブラート,１００ｍｇ１錠,局,,ベザテートＳＲ錠１００,沢井製薬,後発品,6.30,,
内用薬,2183005G2052,ベザフィブラート,１００ｍｇ１錠,局,,ベザレックスＳＲ錠１００,メディサ新薬,後発品,10.80,,
内用薬,2183005G2060,ベザフィブラート,１００ｍｇ１錠,局,,ベスタリットＬ錠１００,大洋薬品工業,後発品,7.20,,
内用薬,2183005G2087,ベザフィブラート,１００ｍｇ１錠,局,,ベザスターＳＲ錠１００,東和薬品,後発品,6.30,,
